"estacion","hora","sentido","dia","año","conteo","latitud","longitud"
"Alberti","00","Centro","Domingo","16",313,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Domingo","17",314,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Domingo","18",318,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Domingo","19",281,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Domingo","20",252,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Domingo","21",256,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Domingo","22",242,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Domingo","23",238,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Domingo","24",471,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Jueves","16",326,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Jueves","17",294,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Jueves","18",296,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Jueves","19",264,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Jueves","20",264,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Jueves","21",269,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Jueves","22",266,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Jueves","23",244,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Jueves","24",494,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Lunes","16",263,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Lunes","17",254,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Lunes","18",280,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Lunes","19",264,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Lunes","20",254,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Lunes","21",262,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Lunes","22",232,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Lunes","23",220,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Lunes","24",478,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Martes","16",283,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Martes","17",277,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Martes","18",273,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Martes","19",267,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Martes","20",257,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Martes","21",261,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Martes","22",239,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Martes","23",221,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Martes","24",493,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Miércoles","16",286,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Miércoles","17",291,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Miércoles","18",275,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Miércoles","19",252,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Miércoles","20",267,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Miércoles","21",286,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Miércoles","22",243,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Miércoles","23",225,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Miércoles","24",444,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Sábado","16",353,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Sábado","17",342,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Sábado","18",311,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Sábado","19",284,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Sábado","20",298,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Sábado","21",318,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Sábado","22",288,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Sábado","23",279,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Sábado","24",474,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Viernes","16",312,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Viernes","17",308,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Viernes","18",296,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Viernes","19",267,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Viernes","20",297,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Viernes","21",322,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Viernes","22",275,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Viernes","23",249,-34.62481631937857,-58.39814392882449
"Alberti","00","Centro","Viernes","24",515,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Domingo","16",363,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Domingo","17",395,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Domingo","18",371,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Domingo","19",335,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Domingo","20",341,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Domingo","21",351,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Domingo","22",262,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Domingo","23",309,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Domingo","24",429,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Jueves","16",373,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Jueves","17",351,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Jueves","18",347,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Jueves","19",313,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Jueves","20",318,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Jueves","21",356,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Jueves","22",288,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Jueves","23",282,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Jueves","24",447,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Lunes","16",353,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Lunes","17",346,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Lunes","18",329,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Lunes","19",317,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Lunes","20",320,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Lunes","21",326,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Lunes","22",256,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Lunes","23",276,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Lunes","24",451,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Martes","16",356,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Martes","17",363,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Martes","18",319,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Martes","19",301,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Martes","20",318,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Martes","21",325,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Martes","22",264,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Martes","23",295,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Martes","24",433,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Miércoles","16",312,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Miércoles","17",351,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Miércoles","18",333,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Miércoles","19",289,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Miércoles","20",349,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Miércoles","21",356,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Miércoles","22",281,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Miércoles","23",281,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Miércoles","24",454,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Sábado","16",373,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Sábado","17",381,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Sábado","18",393,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Sábado","19",328,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Sábado","20",340,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Sábado","21",364,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Sábado","22",314,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Sábado","23",327,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Sábado","24",477,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Viernes","16",388,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Viernes","17",374,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Viernes","18",358,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Viernes","19",307,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Viernes","20",356,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Viernes","21",377,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Viernes","22",301,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Viernes","23",297,-34.62481631937857,-58.39814392882449
"Alberti","00","Provincia","Viernes","24",472,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Domingo","10",18,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Domingo","11",440,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Domingo","12",442,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Domingo","13",448,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Domingo","14",428,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Domingo","15",449,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Domingo","8",208,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Jueves","10",23,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Jueves","11",413,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Jueves","12",372,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Jueves","13",402,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Jueves","14",392,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Jueves","15",426,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Jueves","8",208,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Lunes","10",37,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Lunes","11",432,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Lunes","12",389,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Lunes","13",416,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Lunes","14",403,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Lunes","15",410,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Lunes","8",208,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Martes","10",24,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Martes","11",404,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Martes","12",369,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Martes","13",412,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Martes","14",379,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Martes","15",402,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Martes","8",212,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Miércoles","10",25,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Miércoles","11",400,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Miércoles","12",355,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Miércoles","13",399,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Miércoles","14",378,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Miércoles","15",391,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Miércoles","8",212,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Sábado","10",27,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Sábado","11",460,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Sábado","12",395,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Sábado","13",446,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Sábado","14",443,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Sábado","15",426,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Sábado","8",208,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Viernes","10",22,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Viernes","11",403,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Viernes","12",406,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Viernes","13",412,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Viernes","14",400,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Viernes","15",415,-34.62481631937857,-58.39814392882449
"Alberti","00","s/d","Viernes","8",208,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Domingo","16",292,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Domingo","17",323,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Domingo","18",293,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Domingo","19",242,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Domingo","20",195,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Domingo","21",224,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Domingo","22",195,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Domingo","23",215,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Domingo","24",435,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Jueves","16",229,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Jueves","17",240,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Jueves","18",231,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Jueves","19",194,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Jueves","20",236,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Jueves","21",256,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Jueves","22",222,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Jueves","23",210,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Jueves","24",441,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Lunes","16",232,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Lunes","17",214,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Lunes","18",222,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Lunes","19",200,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Lunes","20",192,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Lunes","21",236,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Lunes","22",181,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Lunes","23",184,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Lunes","24",467,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Martes","16",207,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Martes","17",215,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Martes","18",209,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Martes","19",206,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Martes","20",201,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Martes","21",229,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Martes","22",199,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Martes","23",193,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Martes","24",440,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Miércoles","16",232,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Miércoles","17",241,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Miércoles","18",242,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Miércoles","19",206,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Miércoles","20",228,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Miércoles","21",256,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Miércoles","22",207,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Miércoles","23",198,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Miércoles","24",427,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Sábado","16",274,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Sábado","17",291,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Sábado","18",279,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Sábado","19",235,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Sábado","20",223,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Sábado","21",283,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Sábado","22",250,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Sábado","23",252,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Sábado","24",455,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Viernes","16",247,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Viernes","17",250,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Viernes","18",263,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Viernes","19",227,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Viernes","20",255,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Viernes","21",292,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Viernes","22",249,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Viernes","23",246,-34.62481631937857,-58.39814392882449
"Alberti","01","Centro","Viernes","24",468,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Domingo","16",353,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Domingo","17",378,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Domingo","18",357,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Domingo","19",284,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Domingo","20",271,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Domingo","21",310,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Domingo","22",238,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Domingo","23",269,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Domingo","24",417,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Jueves","16",285,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Jueves","17",293,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Jueves","18",285,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Jueves","19",241,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Jueves","20",286,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Jueves","21",315,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Jueves","22",258,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Jueves","23",238,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Jueves","24",415,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Lunes","16",274,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Lunes","17",298,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Lunes","18",287,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Lunes","19",271,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Lunes","20",269,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Lunes","21",292,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Lunes","22",235,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Lunes","23",245,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Lunes","24",406,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Martes","16",263,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Martes","17",292,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Martes","18",256,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Martes","19",264,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Martes","20",266,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Martes","21",302,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Martes","22",229,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Martes","23",241,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Martes","24",409,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Miércoles","16",280,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Miércoles","17",273,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Miércoles","18",250,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Miércoles","19",237,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Miércoles","20",282,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Miércoles","21",334,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Miércoles","22",233,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Miércoles","23",255,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Miércoles","24",420,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Sábado","16",341,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Sábado","17",347,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Sábado","18",319,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Sábado","19",274,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Sábado","20",329,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Sábado","21",359,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Sábado","22",292,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Sábado","23",293,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Sábado","24",455,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Viernes","16",314,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Viernes","17",294,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Viernes","18",287,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Viernes","19",251,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Viernes","20",300,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Viernes","21",352,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Viernes","22",274,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Viernes","23",296,-34.62481631937857,-58.39814392882449
"Alberti","01","Provincia","Viernes","24",450,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Domingo","10",22,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Domingo","11",427,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Domingo","12",409,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Domingo","13",445,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Domingo","14",407,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Domingo","15",415,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Domingo","8",208,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Jueves","10",18,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Jueves","11",349,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Jueves","12",324,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Jueves","13",360,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Jueves","14",366,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Jueves","15",382,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Jueves","8",208,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Lunes","10",23,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Lunes","11",353,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Lunes","12",341,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Lunes","13",351,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Lunes","14",354,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Lunes","15",374,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Lunes","8",208,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Martes","10",22,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Martes","11",339,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Martes","12",320,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Martes","13",350,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Martes","14",304,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Martes","15",344,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Martes","8",212,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Miércoles","10",17,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Miércoles","11",334,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Miércoles","12",303,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Miércoles","13",347,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Miércoles","14",334,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Miércoles","15",343,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Miércoles","8",212,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Sábado","10",30,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Sábado","11",428,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Sábado","12",383,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Sábado","13",441,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Sábado","14",375,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Sábado","15",419,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Sábado","8",208,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Viernes","10",21,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Viernes","11",371,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Viernes","12",325,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Viernes","13",362,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Viernes","14",357,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Viernes","15",370,-34.62481631937857,-58.39814392882449
"Alberti","01","s/d","Viernes","8",208,-34.62481631937857,-58.39814392882449
"Alberti","02","Centro","Domingo","16",279,-34.62481631937857,-58.39814392882449
"Alberti","02","Centro","Domingo","17",279,-34.62481631937857,-58.39814392882449
"Alberti","02","Centro","Domingo","18",254,-34.62481631937857,-58.39814392882449
"Alberti","02","Centro","Domingo","19",203,-34.62481631937857,-58.39814392882449
