"estacion","hora","sentido","dia","año","conteo","latitud","longitud"
"Alberti","08","Centro","Sábado","19",413,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Sábado","20",569,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Sábado","21",690,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Sábado","22",436,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Sábado","23",326,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Sábado","24",619,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Viernes","16",580,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Viernes","17",539,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Viernes","18",556,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Viernes","19",461,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Viernes","20",711,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Viernes","21",941,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Viernes","22",604,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Viernes","23",383,-34.62481631937857,-58.39814392882449
"Alberti","08","Centro","Viernes","24",780,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Domingo","16",376,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Domingo","17",396,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Domingo","18",391,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Domingo","19",404,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Domingo","20",461,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Domingo","21",547,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Domingo","22",379,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Domingo","23",351,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Domingo","24",484,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Jueves","16",528,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Jueves","17",459,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Jueves","18",570,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Jueves","19",481,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Jueves","20",904,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Jueves","21",1099,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Jueves","22",691,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Jueves","23",522,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Jueves","24",783,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Lunes","16",509,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Lunes","17",494,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Lunes","18",559,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Lunes","19",460,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Lunes","20",803,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Lunes","21",1043,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Lunes","22",658,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Lunes","23",526,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Lunes","24",778,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Martes","16",535,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Martes","17",457,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Martes","18",514,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Martes","19",495,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Martes","20",847,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Martes","21",1026,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Martes","22",668,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Martes","23",541,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Martes","24",801,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Miércoles","16",540,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Miércoles","17",478,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Miércoles","18",571,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Miércoles","19",469,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Miércoles","20",863,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Miércoles","21",1095,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Miércoles","22",651,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Miércoles","23",528,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Miércoles","24",779,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Sábado","16",524,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Sábado","17",523,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Sábado","18",541,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Sábado","19",452,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Sábado","20",750,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Sábado","21",896,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Sábado","22",617,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Sábado","23",524,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Sábado","24",692,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Viernes","16",496,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Viernes","17",483,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Viernes","18",547,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Viernes","19",485,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Viernes","20",840,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Viernes","21",1090,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Viernes","22",676,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Viernes","23",545,-34.62481631937857,-58.39814392882449
"Alberti","08","Provincia","Viernes","24",788,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Domingo","10",391,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Domingo","11",451,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Domingo","12",436,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Domingo","13",443,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Domingo","14",450,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Domingo","15",447,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Domingo","8",208,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Domingo","9",281,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Jueves","10",608,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Jueves","11",632,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Jueves","12",620,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Jueves","13",635,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Jueves","14",652,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Jueves","15",632,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Jueves","8",208,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Jueves","9",479,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Lunes","10",588,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Lunes","11",610,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Lunes","12",606,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Lunes","13",621,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Lunes","14",656,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Lunes","15",612,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Lunes","8",208,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Lunes","9",466,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Martes","10",629,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Martes","11",620,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Martes","12",618,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Martes","13",669,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Martes","14",661,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Martes","15",629,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Martes","8",212,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Martes","9",477,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Miércoles","10",597,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Miércoles","11",606,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Miércoles","12",631,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Miércoles","13",643,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Miércoles","14",676,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Miércoles","15",617,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Miércoles","8",212,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Miércoles","9",490,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Sábado","10",551,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Sábado","11",565,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Sábado","12",569,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Sábado","13",562,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Sábado","14",575,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Sábado","15",544,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Sábado","8",208,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Sábado","9",396,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Viernes","10",623,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Viernes","11",625,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Viernes","12",643,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Viernes","13",652,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Viernes","14",653,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Viernes","15",614,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Viernes","8",208,-34.62481631937857,-58.39814392882449
"Alberti","08","s/d","Viernes","9",469,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Domingo","16",325,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Domingo","17",331,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Domingo","18",359,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Domingo","19",351,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Domingo","20",391,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Domingo","21",597,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Domingo","22",356,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Domingo","23",277,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Domingo","24",471,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Jueves","16",581,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Jueves","17",528,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Jueves","18",559,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Jueves","19",471,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Jueves","20",779,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Jueves","21",1005,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Jueves","22",578,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Jueves","23",430,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Jueves","24",822,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Lunes","16",558,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Lunes","17",528,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Lunes","18",532,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Lunes","19",452,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Lunes","20",690,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Lunes","21",913,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Lunes","22",588,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Lunes","23",412,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Lunes","24",803,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Martes","16",577,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Martes","17",544,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Martes","18",533,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Martes","19",475,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Martes","20",746,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Martes","21",958,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Martes","22",570,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Martes","23",440,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Martes","24",800,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Miércoles","16",588,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Miércoles","17",563,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Miércoles","18",588,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Miércoles","19",458,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Miércoles","20",772,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Miércoles","21",988,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Miércoles","22",608,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Miércoles","23",388,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Miércoles","24",813,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Sábado","16",456,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Sábado","17",445,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Sábado","18",466,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Sábado","19",419,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Sábado","20",581,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Sábado","21",762,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Sábado","22",439,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Sábado","23",334,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Sábado","24",621,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Viernes","16",586,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Viernes","17",549,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Viernes","18",572,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Viernes","19",460,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Viernes","20",751,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Viernes","21",999,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Viernes","22",593,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Viernes","23",418,-34.62481631937857,-58.39814392882449
"Alberti","09","Centro","Viernes","24",822,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Domingo","16",403,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Domingo","17",413,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Domingo","18",401,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Domingo","19",406,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Domingo","20",529,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Domingo","21",627,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Domingo","22",425,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Domingo","23",383,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Domingo","24",490,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Jueves","16",504,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Jueves","17",482,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Jueves","18",554,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Jueves","19",502,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Jueves","20",885,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Jueves","21",1130,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Jueves","22",680,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Jueves","23",525,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Jueves","24",800,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Lunes","16",497,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Lunes","17",499,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Lunes","18",569,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Lunes","19",489,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Lunes","20",821,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Lunes","21",1018,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Lunes","22",657,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Lunes","23",513,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Lunes","24",817,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Martes","16",529,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Martes","17",467,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Martes","18",557,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Martes","19",515,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Martes","20",874,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Martes","21",1095,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Martes","22",679,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Martes","23",530,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Martes","24",779,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Miércoles","16",529,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Miércoles","17",467,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Miércoles","18",589,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Miércoles","19",483,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Miércoles","20",905,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Miércoles","21",1104,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Miércoles","22",646,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Miércoles","23",508,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Miércoles","24",797,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Sábado","16",550,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Sábado","17",552,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Sábado","18",544,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Sábado","19",459,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Sábado","20",763,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Sábado","21",940,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Sábado","22",609,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Sábado","23",531,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Sábado","24",701,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Viernes","16",534,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Viernes","17",524,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Viernes","18",594,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Viernes","19",489,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Viernes","20",895,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Viernes","21",1124,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Viernes","22",684,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Viernes","23",531,-34.62481631937857,-58.39814392882449
"Alberti","09","Provincia","Viernes","24",802,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Domingo","10",440,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Domingo","11",463,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Domingo","12",443,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Domingo","13",450,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Domingo","14",459,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Domingo","15",454,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Domingo","8",208,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Domingo","9",283,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Jueves","10",604,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Jueves","11",617,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Jueves","12",639,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Jueves","13",650,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Jueves","14",658,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Jueves","15",642,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Jueves","8",208,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Jueves","9",495,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Lunes","10",598,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Lunes","11",590,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Lunes","12",587,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Lunes","13",636,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Lunes","14",650,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Lunes","15",592,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Lunes","8",208,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Lunes","9",447,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Martes","10",607,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Martes","11",608,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Martes","12",624,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Martes","13",664,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Martes","14",667,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Martes","15",610,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Martes","8",212,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Martes","9",459,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Miércoles","10",616,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Miércoles","11",625,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Miércoles","12",628,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Miércoles","13",643,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Miércoles","14",673,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Miércoles","15",620,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Miércoles","8",212,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Miércoles","9",515,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Sábado","10",558,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Sábado","11",599,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Sábado","12",582,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Sábado","13",600,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Sábado","14",607,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Sábado","15",545,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Sábado","8",208,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Sábado","9",393,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Viernes","10",609,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Viernes","11",625,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Viernes","12",633,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Viernes","13",669,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Viernes","14",687,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Viernes","15",624,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Viernes","8",208,-34.62481631937857,-58.39814392882449
"Alberti","09","s/d","Viernes","9",461,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Domingo","16",351,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Domingo","17",347,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Domingo","18",368,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Domingo","19",364,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Domingo","20",464,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Domingo","21",665,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Domingo","22",391,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Domingo","23",293,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Domingo","24",488,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Jueves","16",568,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Jueves","17",559,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Jueves","18",552,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Jueves","19",465,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Jueves","20",789,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Jueves","21",1014,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Jueves","22",637,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Jueves","23",428,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Jueves","24",811,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Lunes","16",564,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Lunes","17",520,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Lunes","18",538,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Lunes","19",459,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Lunes","20",724,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Lunes","21",966,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Lunes","22",576,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Lunes","23",408,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Lunes","24",780,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Martes","16",554,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Martes","17",547,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Martes","18",545,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Martes","19",483,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Martes","20",752,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Martes","21",990,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Martes","22",607,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Martes","23",447,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Martes","24",818,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Miércoles","16",583,-34.62481631937857,-58.39814392882449
"Alberti","10","Centro","Miércoles","17",569,-34.62481631937857,-58.39814392882449
